-2.5,0,15,-0.0708,0.5582,1,0.067,0.1236,0.1362
7.5,-10,13,-0.0752,0.524,0,0.0699,0.0552,0.1448
7.5,10,12,-0.0757,0.5146,1,0.0706,0.0363,0.1441
17.5,10,12,-0.0846,0.4884,1,0.0591,-0.0162,0.1506
17.5,0,11,-0.0644,0.5122,1,0.0699,0.0316,0.1535
-2.5,10,11,-0.0868,0.5257,1,0.0555,0.0586,0.1398
7.5,-20,11,-0.0172,0.5675,0,0.0526,0.142,0.1405
-2.5,-240,10,0.1166,0.5081,4,0.0231,0.5315,0.0382
7.5,0,9,-0.065,0.5364,1,0.0872,0.0799,0.147
7.5,20,9,-0.0872,0.494,1,0.0447,-0.005,0.139
-2.5,-10,8,-0.0629,0.5608,0,0.062,0.1287,0.139
217.5,150,8,0.1955,0.5534,15,0.0245,0.6673,0.0901
207.5,140,7,0.1585,0.519,15,0.0324,0.564,0.0937
37.5,0,7,-0.0598,0.492,1,0.0274,-0.0089,0.165
17.5,-240,7,0.0762,0.4608,4,0.0223,0.3896,0.0411
-2.5,-20,6,-0.0408,0.5626,0,0.0461,0.1324,0.134
197.5,150,6,0.1502,0.5148,15,0.0259,0.5516,0.1009
237.5,-110,6,0.1135,0.4532,16,0.0238,0.3666,0.0641
207.5,-170,6,0.0372,0.3846,16,0.0209,0.1609,0.0692
217.5,110,6,0.0914,0.4518,15,0.0202,0.3626,0.0893
77.5,0,6,0.0057,0.404,6,0.0187,-0.185,0.067
237.5,110,6,0.1119,0.4697,15,0.0166,0.4162,0.0713
177.5,-200,6,0.0316,0.3948,14,0.0166,0.1914,0.0612
177.5,-170,6,0.045,0.4066,16,0.0151,0.2268,0.0742
237.5,-50,6,0.0422,0.4014,16,0.0115,0.2113,0.0634
17.5,-20,5,-0.05,0.52,0,0.049,0.047,0.1499
17.5,20,5,-0.0869,0.4829,1,0.0382,-0.0271,0.1477
217.5,130,5,0.1003,0.4602,15,0.0295,0.3877,0.0893
257.5,0,5,0.0455,0.4026,15,0.0288,0.2149,0.0692
217.5,140,5,0.1199,0.4793,15,0.0281,0.445,0.0865
187.5,170,5,0.1795,0.5426,15,0.0274,0.6349,0.0886
